0.35625,0.36015624999999996,1.1,1.1,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
0.35625,0.36015624999999996,1.1,1.1,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
281.5,278.5,1.1,1.1,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
347.0,586.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
443.5,370.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
202.5,534.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
51.5,523.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
10.0,579.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
259.0,177.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
48.5,466.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
135.5,302.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
32.5,406.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
315.5,202.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
345.0,215.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
71.5,484.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
115.5,593.5,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
360.5,275.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
23.0,500.0,2.2,2.2,1161.55,0.14134883880615234,-0.08548188954591751,0.08540130406618118,463.0,814.0
